FLAG_TSUNAMI	YEAR	MONTH	DAY	EQ_PRIMARY	LATITUDE	LONGITUDE
	1897	1	11	6.1	26.95	56.26
	1901	11	8	6.1	40	41.5
	1942	11	15	6.1	39.2	28.2
	1962	3	18	6.1	23.72	114.67
	1964	6	14	6.1	38.1	38.3
	1978	2	20	6.1	38.78	141.95
	1983	7	5	6.1	40.324	27.222
	1984	4	24	6.1	37.32	-121.698
	1991	6	15	6.1	42.461	44.009
Tsu	1866	1	31	6.1	36.4	25.3
	1910	6	25	6.1	40.9	34.6
	1965	7	3	6.1	22.4	101.6
	1975	11	1	6.1	13.843	144.754
	1980	5	25	6.1	37.6	-118.84
	1983	10	25	6.1	1.131	120.858
	1984	10	26	6.1	39.155	71.328
	1985	4	24	6.1	16.498	120.815
	1989	6	25	6.1	1.134	-79.616
	1990	8	3	6.1	47.963	84.961
	1997	2	28	6.1	38.075	48.05
	1972	6	24	6.1	36.2	69.7
	1975	4	20	6.1	33.19	131.3
	1982	3	28	6.1	-12.69	-76.065
	1983	7	12	6.1	61.031	-147.286
	1984	2	16	6.1	36.431	70.826
	1984	9	13	6.1	35.789	137.488
Tsu	1989	6	26	6.1	19.362	-155.083
	1994	5	1	6.1	36.901	67.163
	1997	3	26	6.1	31.92	130.429
	1976	11	27	6.1	36.51	71.04
	1990	5	31	6.1	45.811	26.769
	1160			6.1	32	35.5
	1859	6	2	6.1	39.9	41.3
	1862	10	16	6.1	38.8	30.5
	1874	5	4	6.1	38.8	38.8
	1875	5	11	6.1	38.7	29.4
	1880	7	22	6.1	38.1	27.8
	1881	9	28	6.1	40.6	33.6
	1888	9	22	6.1	41.3	43.3
	1935	5	1	6.1	39.3	40.6
Tsu	1938	5	28	6.1	43.6	144.3
Tsu	1958	11	4	6.1	-50	-115
	1962	8	21	6.1	41.4	15.5
Tsu	1963	9	18	6.1	40.75	29
Tsu	1967	4	12	6.1	5.5	97.3
	1971	6	11	6.1	18	-69.8
Tsu	1971	9	27	6.1	46.4	141.1
	1974	6	12	6.1	10.56	-63.38
	1975	3	7	6.1	27.5	56.26
	1975	4	5	6.1	10.04	-69.75
	1979	6	2	6.1	-30.812	117.179
	1979	11	2	6.1	-7.656	108.252
Tsu	1982	12	28	6.1	33.826	139.434
	1985	8	21	6.1	-9.159	-78.887
	1988	8	11	6.1	29.974	51.679
	1989	3	10	6.1	-13.702	34.42
	1989	9	22	6.1	31.583	102.433
	1990	3	4	6.1	28.925	66.331
	1991	2	25	6.1	40.386	78.959
	1994	2	23	6.1	30.853	60.596
	1994	3	1	6.1	29.096	52.617
Tsu	1994	6	5	6.1	-10.341	113.369
	1997	11	21	6.1	22.212	92.702
Tsu	2000	7	1	6.1	34.221	139.131
Tsu	2000	7	15	6.1	34.319	139.26
Tsu	2001	10	12	6.1	52.63	-132.2
	2002	3	25	6.1	36.062	69.315
	2003	1	27	6.1	39.5	39.878
Tsu	2003	12	27	6.1	-22.107	169.35
	2004	1	1	6.1	17.488	-101.303
	2004	2	4	6.1	8.358	-82.877
	2004	9	7	6.1	-28.573	-65.84
	2005	1	24	6.1	-1.364	-80.785
	2005	2	14	6.1	41.728	79.44
	2006	3	31	6.1	33.5	48.78
	2006	9	29	6.1	10.876	-61.756
	2007	5	29	6.1	-1.065	127.343
	2007	6	2	6.1	23.028	101.052
	2008	1	22	6.1	1.011	97.442
	2008	4	15	6.1	13.564	-90.599
	2008	9	10	6.1	26.743	55.828
	2008	11	19	6.1	8.267	-82.967
	2009	1	8	6.1	10.165	-84.197
	2009	9	21	6.1	27.332	91.437
	2009	10	22	6.1	36.517	70.95
	2010	3	8	6.1	38.864	39.986
	2011	2	21	6.1	-43.583	172.68
	2011	4	24	6.1	-4.586	122.771
	2011	7	19	6.1	40.081	71.41
	2012	5	20	6.1	44.89	11.23
	2012	6	10	6.1	36.42	28.88
	2013	1	21	6.1	4.927	95.907
	2013	5	11	6.1	26.56	57.77
	2013	7	2	6.1	4.645	96.665
	2014	1	25	6.1	-7.976	109.246
	2014	1	26	6.1	38.169	20.431
	2014	2	3	6.1	38.292	20.337
	2014	4	10	6.1	12.514	-86.379
Tsu	2014	7	25	6.1	58.358	-137.13
	2014	8	3	6.1	27.245	103.427
	2017	4	5	6.1	35.8	60.436
	2017	9	23	6.1	16.737	-94.946
Tsu	1693	1	9	6	37.333	15.167
	1930	11	21	6	40.5	19.5
	1914	10	17	6	38.25	23.25
	1922	3	24	6	44.4	20.4
	1942	8	27	6	41.7	20.4
	1942	12	29	6	43.4	17.2
	1954	9	9	6	36	1.5
	1955	4	21	6	39.5	23
	1963	7	26	6	42.1	21.3
	1997	9	26	6	43.084	12.812
	1799			6	39.4	67.2
	1849	2	26	6	7.3	-72.3
Tsu	1928	4	22	6	38	23
	1976	9	15	6	46.302	13.197
	1999	9	7	6	38.119	23.605
	1068	8	14	6	38.5	116.1
	1143	4		6	38.5	106.3
	1314	10	5	6	36.5	113.8
Tsu	1341	1	1	6	44.3	34.3
	1481	7	15	6	26.5	99.9
	1571	9	9	6	24.1	102.7
	1588	8	9	6	24	102.8
	1627	2	15	6	37.5	105.5
	1634	1		6	34.1	105.3
	1642	6	30	6	35.1	111.1
	1657	4	21	6	31.5	103.6
	1658	2	3	6	39.4	115.7
Tsu	1661	1	8	6	23	120.2
	1704	9	28	6	34.9	106.8
	1721	1	5	6	23	120.3
	1725	1	8	6	25.1	103.1
	1736	1	30	6	23.1	120.3
	1750	9	15	6	24.7	102.9
	1755	2	8	6	23.8	102.7
	1761	5	23	6	24.4	102.5
	1785	4	18	6	39.9	98
	1786	6	18	6	44	80.8
	1792	9	7	6	31	101.5
	1793	5	15	6	30.6	101.5
	1803	2	1	6	25.6	100.6
	1814	11	24	6	23.7	102.5
	1820	8	3	6	34.1	113.8
	1829	11	19	6	36.6	118.5
	1834			6	28.6	87.1
	1837	9	10	6	34.6	103.7
	1839	2	7	6	26.1	99.9
	1839	2	23	6	26.1	99.9
Tsu	1841	12	16	6	-4	127.5
	1845	2		6	24.1	120.5
	1852	5	26	6	37.5	105.2
Tsu	1855	7	11	6	34.1	-118.1
	1861	7	19	6	39.1	121.7
	1876	8	5	6	25.4	99.4
	1885	1	14	6	34.5	105.7
	1895	8	30	6	23.5	116.5
	1897	3	19	6	24.7	121.8
	1898	6	21	6	39.8	76.6
	1901	2	15	6	26	100.1
	1904	8	30	6	31.2	100.9
	1913	8		6	28.4	102.3
	1920	12	17	6	-32.7	-68.4
Tsu	1922	3	1	6	9	123.25
	1927	3	14	6	26	103
	1929	1	13	6	40.7	111.6
	1930	5	14	6	26.8	103
	1930	12	24	6	-24.7	-66.3
Tsu	1931	6	7	6	54	1.067
	1932	3	6	6	30.1	101.8
	1932	4	6	6	31.4	115
	1934	1	12	6	23.7	102.7
	1935	4	20	6	24.3	120.8
	1935	4	28	6	29.4	102.3
	1935	10	31	6	46.6	-112
Tsu	1935	12	18	6	28.7	103.6
	1936	8	1	6	34.2	105.7
	1938	5	14	6	21.7	99.5
	1940	4	6	6	23.9	102.3
	1941	5	5	6	47	127.2
	1941	9	10	6	39.5	43.3
	1941	10	8	6	31.7	102.3
	1942	7	8	6	43	122
	1944	6	25	6	38.9	29.3
	1952	1	3	6	39.9	41.7
	1955	6	7	6	26.5	101.1
	1961	6	27	6	27.73	99.75
	1964	4	13	6	45.3	18.1
	1966	3	7	6	39.1	41.6
	1969	10	26	6	44.9	17.3
	1972	9	13	6	37.9	22.4
	1975	3	28	6	42.06	-112.55
	1977	3	8	6	0.45	100.02
	1982	12	13	6	14.701	44.379
	1983	10	3	6	33.941	139.513
	1987	12	17	6	35.362	140.214
	1996	5	3	6	40.774	109.661
	1996	9	5	6	42.803	17.936
	2008	2	21	6	41.153	-114.867
	1368	7	8	6	37.6	112.5
	1748	8	30	6	30.4	101.6
	1761	11	3	6	24.4	102.5
	1865	6		6	29.6	53.1
Tsu	1872	1	26	6	16	119
	1883	3	9	6	7.4	-76.9
Tsu	1927	6	26	6	44.4	34.4
	1945	3	20	6	37.4	35.8
	1963	4	23	6	25.8	99.5
	1981	4	26	6	33.133	-115.65
	1986	7	8	6	34	-116.61
	1993	9	21	6	42.314	-122.012
	2000	6	6	6	40.693	32.992
	2000	12	15	6	38.457	31.351
Tsu	1965	3	22	6	-31.81	-71.26
	1965	5	3	6	13.5	-89.3
	1980	9	24	6	35.45	139.964
	1985	12	16	6	11.725	-85.838
	1988	11	3	6	13.881	-90.45
	2004	9	28	6	35.819	-120.364
	1631	7	21	6	35.3	104.3
Tsu	1970	3	11	6	57.5	-153.9
	2007	4	13	6	17.302	-100.198
	2009	7	4	6	9.59	-78.966
	1990	10	25	6	35.121	70.486
	1001			6	45.3	11
	1568	4	25	6	39	119
Tsu	1842	11	11	6	24	89.25
Tsu	1843	2	7	6	-7.2	114
	1848	10	18	6	-41.67	174
Tsu	1854	1	4	6	-3.5	128.6
Tsu	1865	10	19	6	13.25	123.5
Tsu	1866	2	6	6	36	23
Tsu	1889	11	23	6	-7	113.5
Tsu	1893	7	31	6	-17.75	168.3
Tsu	1895	8	18	6	-38.8	176
	1904	4	24	6	23.5	120.5
Tsu	1908	2	14	6	61	-146.2
Tsu	1910	2	25	6	-4.25	152.25
Tsu	1915	11	6	6	-1	136
	1916	11	14	6	24	121
	1917	12	26	6	14.6	-90.6
Tsu	1926	12	9	6	-28	-71
	1928	3	7	6	38.8	16
Tsu	1930	6	19	6	-5.6	105.3
Tsu	1930	12	29	6	-28.5	-71
	1935	3	5	6	36.3	53.3
	1935	5	4	6	24.8	120.8
Tsu	1938	11	13	6	37	141.5
	1940	1	19	6	42.7	121.3
	1940	5	7	6	41.7	43.8
Tsu	1948	5	23	6	37.2	121.8
	1950	5	21	6	-13.5	-72
Tsu	1951	8	3	6	13	-87.5
	1955	7	20	6	0.2	-78.4
Tsu	1957	10	26	6	-2	116
	1960	4	24	6	28	54.5
	1962	3	18	6	40.9	19.5
	1963	5	18	6	-8.2	115.6
	1964	5	7	6	-4	34.9
	1965	4	19	6	34.9	138
	1965	6	21	6	28.1	55.9
	1967	1	4	6	38.4	22
	1968	1	15	6	37.9	13.1
Tsu	1970	6	14	6	-52	-73.8
Tsu	1970	11	28	6	-20.94	-69.81
	1979	12	7	6	34.033	59.817
	1982	1	12	6	13.158	-87.589
	1983	10	16	6	1.084	121.052
	1989	9	4	6	-4.219	136.667
	1992	5	20	6	33.377	71.317
	1995	10	6	6	65.17	-148.565
	1997	4	6	6	39.537	76.998
	1997	8	20	6	4.358	96.494
	1998	7	9	6	38.717	48.507
	1999	2	11	6	34.259	69.364
	2002	5	28	6	-28.937	-66.797
	2002	9	6	6	38.381	13.701
	2003	8	11	6	1.142	128.152
	2003	12	1	6	42.905	80.515
	2004	2	22	6	-1.559	100.488
	2005	3	13	6	27.095	61.887
	2005	11	27	6	26.774	55.858
	2006	2	28	6	28.12	56.865
	2007	1	8	6	39.803	70.311
	2008	5	25	6	32.57	105.424
	2008	8	5	6	32.756	105.494
	2008	8	15	6	12.897	124.319
	2008	8	21	6	25.044	97.684
	2009	9	6	6	42.66	43.443
	2009	12	19	6	-10.108	33.818
	2011	6	13	6	-43.564	172.743
	2013	3	27	6	23.828	121.215
	2013	7	21	6	34.512	104.262
	2014	5	5	6	19.703	99.683
	2014	8	24	6	38.22	-122.313
	2014	10	7	6	23.386	100.487
	2015	6	4	6	5.987	116.541
	1969	7	24	5.9	-11.9	-75.1
Tsu	1907	10	23	5.9	38.133	16.017
	1910	6	7	5.9	40.9	15.4
	1927	5	15	5.9	44.1	20.5
Tsu	1960	2	29	5.9	30.45	-9.62
Tsu	1783	3	1	5.9	38.767	16.3
	1859	6	11	5.9	40.7	48.5
	1878	4	12	5.9	10.3	-66.8
	1885	12	3	5.9	36.1	4.6
Tsu	1930	10	30	5.9	43.667	13.267
	1976	9	15	5.9	46.32	13.13
	1985	10	13	5.9	40.301	69.823
Tsu	1783	2	6	5.9	38.217	15.633
	1900	7	12	5.9	40.3	43.1
	1901	12	18	5.9	39.4	26.7
	1921	8	14	5.9	15.6	39.6
	1925	8	7	5.9	38	30.5
	1941	1	11	5.9	16.4	43.5
	1941	11	12	5.9	39.7	39.4
	1946	5	31	5.9	39.3	41.2
	1962	1	7	5.9	43.3	17.1
	1966	9	1	5.9	37.5	22.1
Tsu	1862	5	27	5.9	32.7	-117.2
	1871	3	2	5.9	40.4	-124.2
	1939	11	21	5.9	39.7	40.4
	1971	8	16	5.9	28.9	103.7
Tsu	1975	1	15	5.9	-5	130
	1980	1	24	5.9	37.855	-121.816
	1990	12	21	5.9	41.004	22.3
	1995	2	23	5.9	35.046	32.279
	1971	5	12	5.9	37.6	29.8
	1996	3	28	5.9	-1.036	-78.737
	1999	10	22	5.9	23.445	120.506
	2004	6	15	5.9	-38.854	-73.155
	1978	3	16	5.9	29.926	66.302
	1679	6	4	5.9	40.1	44.7
	1874	8	18	5.9	10.5	-63.1
Tsu	1879	7	11	5.9	29	33
	1919	4	28	5.9	13.69	-89.19
	1967	5	1	5.9	39.5	21.2
Tsu	1967	11	15	5.9	-28.78	-71.19
	1971	4	12	5.9	28.3	55.6
	1973	4	1	5.9	11.66	43.03
	1974	7	1	5.9	-22.124	-64.638
	1977	1	31	5.9	40.04	70.85
	1977	4	6	5.9	31.98	50.68
	1979	8	24	5.9	41.145	108.129
	1981	9	12	5.9	35.693	73.594
Tsu	1982	12	25	5.9	-8.405	123.08
	1983	4	22	5.9	14.926	99.023
Tsu	1983	6	9	5.9	40.249	138.948
	1985	10	27	5.9	36.46	6.761
	1986	5	5	5.9	37.993	37.806
	1987	1	24	5.9	41.529	79.318
	1989	11	20	5.9	29.892	57.718
	1994	6	20	5.9	28.968	52.614
	1994	8	18	5.9	35.52	-0.106
	1997	1	21	5.9	39.474	76.998
	1997	4	5	5.9	39.513	76.865
	1997	6	25	5.9	33.938	59.475
	1997	9	28	5.9	-3.776	119.727
	1998	2	4	5.9	37.075	70.089
	2000	1	14	5.9	25.607	101.063
	2002	1	30	5.9	18.194	-95.908
	2002	4	12	5.9	39.959	69.417
	2002	11	27	5.9	-14.49	167.827
	2003	7	21	5.9	25.975	101.29
	2004	10	27	5.9	37.284	138.885
	2005	1	25	5.9	37.622	43.703
	2005	7	9	5.9	-1.174	119.963
	2005	7	23	5.9	35.498	139.982
	2005	10	20	5.9	38.152	26.751
	2006	3	25	5.9	27.574	55.685
	2007	12	15	5.9	-32.689	-71.695
	2008	1	7	5.9	-0.795	134.012
	2008	2	3	5.9	-2.296	28.9
	2008	8	30	5.9	26.272	101.937
	2009	12	8	5.9	-9.948	33.878
	2009	12	30	5.9	32.437	-115.165
	2010	6	18	5.9	13.197	93.087
	2012	2	26	5.9	22.661	120.891
	2012	5	29	5.9	44.851	11.086
	2014	5	30	5.9	24.976	97.865
	2014	11	22	5.9	30.343	101.72
	2015	7	29	5.9	8.237	-77.298
	2016	7	31	5.9	-8.218	117.816
	2016	9	10	5.9	-1.03	31.56
	2017	4	8	5.9	13.725	120.929
	1707	9	17	5.8	-13	-72
	1914	5	31	5.8	-0.2	-78.2
	1920	9	7	5.8	44.3	10.3
	1926	12	17	5.8	41	19.5
	1986	9	13	5.8	37.014	22.176
	1267			5.8	36	58.8
	1281			5.8	36.1	58.8
	1389	1	20	5.8	36.2	58.5
Tsu	1564	7	20	5.8	44.017	7.283
	1620			5.8	40.9	71.4
	1652	6	8	5.8	42.1	47.7
	1852	2	22	5.8	37.1	58.4
	1909	1	19	5.8	38.6	26.9
Tsu	1926	6	28	5.8	-0.7	100.6
	1928	3	27	5.8	46.4	13
	1931	1	28	5.8	40.6	20.8
	735	6	21	5.8	39.7	45.5
	1490	2	20	5.8	39.4	67.1
	1882	12	2	5.8	38.1	115.5
	1903	5	28	5.8	40.9	42.7
	1909	10	29	5.8	40.3	29.6
	1925	1	9	5.8	41.2	42.8
	1940	8	5	5.8	40.2	122
	1948	10	8	5.8	27.4	104
	1950	9	13	5.8	23.5	103.1
	1952	8	22	5.8	35.333	-118.917
	1952	12	8	5.8	22.9	99.7
	1956	2	20	5.8	40	30.5
	1960	4	13	5.8	44.7	127
	1961	6	11	5.8	24.97	98.63
	1980	5	18	5.8	43.294	20.837
	1984	5	7	5.8	41.765	13.898
	1985	4	18	5.8	25.926	102.871
	1988	10	16	5.8	37.938	20.932
	1997	5	21	5.8	23.083	80.041
	1511	11	17	5.8	26.6	100
	1641	11	26	5.8	23.5	116.5
	1819	2	24	5.8	36.1	102.3
Tsu	1819	8	31	5.8	66.416	12.85
	1883	10	16	5.8	27.5	52.3
	1891	4	17	5.8	37.1	111.9
	1896	2	14	5.8	29.2	104.9
	1925	10	14	5.8	27	100
	1928	7	19	5.8	31.5	120.5
	1955	10	1	5.8	29.9	101.4
	1958	9	25	5.8	22.5	109.5
	1963	6	21	5.8	47.9	130.6
	1975	1	23	5.8	33	131.1
	1988	1	9	5.8	41.246	19.63
	1988	11	25	5.8	48.117	-71.183
	1994	2	3	5.8	42.762	-110.976
	1997	1	9	5.8	41.026	74.284
	2011	8	23	5.8	37.936	-77.933
	2015	10	17	5.8	-25.42	-64.444
	1986	7	13	5.8	32.97	-117.869
	2003	2	15	5.8	12.171	123.921
	2004	1	1	5.8	-8.31	115.788
	2007	3	25	5.8	38.34	20.42
	1984	2	1	5.8	34.616	70.484
	1990	10	20	5.8	37.093	103.781
	1913	3	24	5.8	26.8	53.7
Tsu	1917	5	6	5.8	23.2	121.6
Tsu	1927	1	1	5.8	32.5	-115.5
Tsu	1928	2	9	5.8	49	-125
	1929	7	13	5.8	37.5	58
	1935	6	7	5.8	24.2	120.5
Tsu	1942	5	22	5.8	4.6	-74.5
Tsu	1950	3	14	5.8	-37.8	177.2
Tsu	1953	3	17	5.8	50	156.5
	1955	9	1	5.8	10	-84.5
	1956	1	12	5.8	47.5	19.3
	1956	3	16	5.8	35.5	35.5
	1962	8	30	5.8	41.8	-111.8
	1969	10	5	5.8	-33.1	19.6
	1977	12	19	5.8	30.95	56.47
	1979	5	30	5.8	-8.207	115.949
	1979	9	19	5.8	42.812	13.061
	1980	4	16	5.8	-8.082	108.793
	1980	12	19	5.8	34.587	50.652
	1987	1	5	5.8	41.964	81.319
	1988	2	6	5.8	24.688	91.57
	1989	5	27	5.8	30.167	50.921
	1989	8	1	5.8	-4.511	139.022
	1993	7	10	5.8	9.821	-83.622
	1998	4	10	5.8	32.457	59.976
	1999	9	13	5.8	40.709	30.045
	2001	8	9	5.8	-14.258	-72.683
	2003	5	4	5.8	39.43	77.219
	2003	7	10	5.8	28.355	54.169
	2003	10	25	5.8	38.4	100.951
	2004	10	27	5.8	45.787	26.622
	2004	12	2	5.8	10.49	-61.48
	2004	12	14	5.8	44.119	141.793
Tsu	2005	2	14	5.8	15.775	-61.744
	2005	3	14	5.8	39.354	40.89
	2005	8	14	5.8	-19.78	-68.98
	2006	2	23	5.8	26.912	91.705
	2006	9	10	5.8	26.319	-86.606
	2006	12	17	5.8	0.626	99.859
	2006	12	25	5.8	42.156	76.163
	2008	12	29	5.8	36.401	71.075
	2009	7	24	5.8	31.158	85.902
	2010	5	16	5.8	18.4	-67.07
	2010	6	15	5.8	32.7	-115.921
	2010	7	20	5.8	27.022	53.861
	2010	9	27	5.8	29.647	51.665
	2011	11	21	5.8	24.955	95.236
	2011	12	23	5.8	-43.49	172.8
	2012	3	16	5.8	10.037	125.633
	2012	6	4	5.8	-7.692	106.371
	2012	6	11	5.8	36.023	69.351
	2013	4	12	5.8	34.369	134.828
	2013	4	17	5.8	33.958	139.352
	2013	8	31	5.8	28.229	99.37
	2017	5	13	5.8	37.777	57.195
	1872	1	28	5.7	40.6	48.7
	1909	7	15	5.7	37.9	21.5
	1923	5	25	5.7	35.2	59.2
	1944	7	30	5.7	36.7	22.5
	1631	2	10	5.7	11.2	41.7
	1636	12	18	5.7	5.1	-2.2
	1669	1	4	5.7	40.6	48.6
Tsu	1808	4	2	5.7	44.833	7.25
	1926	10	22	5.7	40.7	43.7
	1971	10	15	5.7	-14.1	-73.3
Tsu	1615	6	5	5.7	44.9	35.5
	1828	8	9	5.7	40.7	48.4
	1879	2	11	5.7	6.5	-3.3
Tsu	1956	11	2	5.7	39.5	23
	1970	4	23	5.7	39.1	28.7
	1987	10	1	5.7	34.061	-118.078
Tsu	1989	10	29	5.7	36.788	2.448
	1990	12	22	5.7	9.869	-84.302
	1997	9	26	5.7	43.048	12.879
	1998	1	10	5.7	41.083	114.5
	1998	4	12	5.7	46.245	13.652
	2011	11	6	5.7	35.532	-96.765
	1036	7		5.7	37.6	126.3
	1727	6	20	5.7	39.5	127.3
	1927	9	24	5.7	44.4	34.3
	1961	10	1	5.7	34.33	104.78
	1967	12	2	5.7	37.717	115.217
	1973	2	21	5.7	34.1	-119
	1986	5	13	5.7	41.431	43.737
	1974	8	3	5.7	36	139.82
	1989	6	26	5.7	39.112	-28.242
	1988	11	3	5.7	19.08	-67.256
	1998	7	17	5.7	23.407	120.736
	1903	3	29	5.7	32.2	35.3
	1953	1	25	5.7	18.4	-73.4
Tsu	1962	5	21	5.7	41.8	142.4
	1966	10	29	5.7	39.2	21.2
Tsu	1968	9	25	5.7	15.5	-92.7
	1970	5	14	5.7	43	47
Tsu	1971	11	6	5.7	51.5	179.1
	1978	4	13	5.7	43.269	20.919
	1978	4	15	5.7	38.391	15.066
	1988	3	30	5.7	30.89	50.194
	1988	7	20	5.7	23.902	121.598
Tsu	1991	2	16	5.7	48.268	154.328
	1994	1	3	5.7	36.028	100.104
Tsu	1996	9	4	5.7	31.555	139.931
	1999	11	11	5.7	40.744	30.266
	1999	12	3	5.7	40.358	42.346
	2001	5	8	5.7	13.605	-88.795
	2002	4	24	5.7	42.436	21.466
	2002	10	31	5.7	41.789	14.872
	2002	12	2	5.7	37.747	21.087
	2002	12	25	5.7	39.57	75.254
	2003	4	10	5.7	38.221	26.958
Tsu	2003	5	27	5.7	36.939	3.578
	2003	7	26	5.7	22.854	92.306
	2003	9	20	5.7	34.998	140.172
	2004	8	11	5.7	38.377	39.261
	2006	4	19	5.7	31.607	90.413
	2007	2	21	5.7	38.318	39.267
	2007	12	20	5.7	39.417	33.212
	2008	5	27	5.7	32.71	105.54
	2008	8	1	5.7	32.036	104.722
	2008	10	11	5.7	43.372	46.254
	2009	5	19	5.7	25.292	37.744
	2009	5	29	5.7	-17.026	168.329
	2009	7	9	5.7	25.632	101.095
	2009	9	18	5.7	6.513	124.715
	2009	9	18	5.7	-9.138	115.593
	2010	8	27	5.7	35.49	54.47
	2011	8	11	5.7	39.955	77.028
	2011	11	9	5.7	38.429	43.229
	2012	5	7	5.7	41.549	46.789
	2012	5	12	5.7	38.612	70.354
	2012	12	5	5.7	33.506	59.571
	2013	5	1	5.7	33.061	75.863
	2013	6	1	5.7	7.275	124.898
	2013	7	8	5.7	-8.803	113.002
Tsu	2015	5	2	5.7	31.594	140.167
	2017	1	3	5.7	24.015	92.018
	2017	1	18	5.7	42.601	13.227
	2017	9	23	5.7	7.629	124.874
Tsu	1613	8	25	5.6	38.117	14.783
Tsu	1672	4	14	5.6	43.933	12.583
	1930	1	28	5.6	40.4	20.5
Tsu	1920	12	18	5.6	40.5	19.5
	1924	3	16	5.6	35.1	5.2
	1946	2	12	5.6	35.75	5
	1788			5.6	7.6	1.7
Tsu	1869	10	11	5.6	44.75	35
	1917	1	29	5.6	45.9	15.6
Tsu	1919	10	22	5.6	41.4	12.6
Tsu	1939	8	15	5.6	22.2	-79.1
	1944	9	5	5.6	44.957	-74.723
	1946	2	21	5.6	38.2	31.8
	1969	1	3	5.6	37.1	57.9
	1969	3	23	5.6	39.2	28.5
	1973	11	29	5.6	35.18	23.8
	1975	2	9	5.6	-6.7	106.7
	1975	8	1	5.6	39.439	-121.528
	1981	3	10	5.6	39.481	20.699
	1990	11	27	5.6	43.853	16.633
	1991	7	12	5.6	45.364	21.057
	1991	7	18	5.6	44.888	22.407
	1871	12	23	5.6	37.3	58.3
	1914	5	28	5.6	39.2	36
	1978	5	23	5.6	40.759	23.268
	1978	8	13	5.6	34.35	-119.7
	1986	12	7	5.6	43.274	25.912
	1993	3	25	5.6	45.035	-122.607
	1999	12	22	5.6	35.321	-1.281
	2012	5	22	5.6	42.645	22.968
	1966	3	19	5.6	37.27	114.97
	1980	10	5	5.6	-39.542	176.478
	2005	7	26	5.6	45.365	-112.615
	2006	8	5	5.6	-33.131	-68.707
	1990	7	13	5.6	36.415	70.789
	778			5.6	45.4	12.2
	1233			5.6	45.3	12.2
	1899	12	31	5.6	41.6	43.5
	1930	7	5	5.6	37.8	-4.5
	1931	3	31	5.6	13.2	-85.7
	1957	2	20	5.6	36.2	8.9
	1960	2	21	5.6	36	4.1
	1966	8	15	5.6	28.7	78.9
	1967	2	9	5.6	40	20.2
Tsu	1979	5	15	5.6	34.53	24.437
	1980	8	18	5.6	-1.948	-80.017
	1982	8	6	5.6	-8.375	120.577
	1983	4	5	5.6	40.025	75.26
	1984	12	30	5.6	24.641	92.891
	1986	7	12	5.6	29.962	51.582
	1988	10	31	5.6	36.443	2.759
	1989	3	8	5.6	1.031	126.189
	1989	5	7	5.6	23.553	99.526
	1991	9	8	5.6	-40.25	175.053
	1992	2	1	5.6	35.106	139.644
	1993	1	26	5.6	23.027	101.062
	1993	7	14	5.6	38.224	21.756
	1993	11	30	5.6	39.263	75.533
	1995	7	21	5.6	36.427	103.123
	1997	3	1	5.6	39.422	76.839
	1998	3	19	5.6	39.977	76.731
	1998	5	28	5.6	37.388	78.843
	1998	11	19	5.6	27.308	101.029
	2001	2	23	5.6	29.513	101.129
	2001	10	27	5.6	26.316	100.648
	2002	1	14	5.6	-19.384	-69.231
	2002	9	25	5.6	31.995	49.329
	2003	10	16	5.6	25.954	101.254
	2003	11	14	5.6	27.372	103.971
	2004	3	25	5.6	39.93	40.812
	2004	3	28	5.6	39.847	40.874
	2004	8	4	5.6	36.833	27.815
	2004	10	1	5.6	11.989	-86.52
	2004	10	7	5.6	37.125	54.477
	2005	3	12	5.6	39.44	40.978
	2005	9	24	5.6	12.471	40.634
	2006	7	29	5.6	37.255	68.828
	2007	7	20	5.6	42.913	82.378
	2007	10	31	5.6	37.434	-121.774
	2007	12	26	5.6	39.446	33.162
	2008	1	1	5.6	40.288	72.985
	2008	1	5	5.6	14.129	-91.479
	2008	5	24	5.6	4.33	-73.764
	2008	5	26	5.6	8.423	-82.968
	2008	7	24	5.6	32.747	105.542
	2010	4	18	5.6	35.633	67.658
	2011	9	19	5.6	14.186	-90.238
	2011	11	1	5.6	43.648	82.437
	2012	3	5	5.6	12.354	123.7
	2012	9	7	5.6	27.575	103.983
	2013	11	28	5.6	29.363	51.314
	2014	8	1	5.6	36.851	3.161
	2014	12	6	5.6	23.336	100.474
	2017	6	24	5.6	-19.444	34.509
	1917	4	26	5.5	43.5	12.1
	1933	11	3	5.5	-22	-70.5
	1880	3	28	5.5	42	35.2
	1902	3	9	5.5	40.7	33.6
	1929	1	19	5.5	25.5	98
	1975	12	31	5.5	38.628	21.798
Tsu	-50			5.5	43	41
	1046			5.5	40.5	43.5
	1880	6	22	5.5	33	104.6
	1923	2	4	5.5	37.6	57.3
	1952	10	8	5.5	39	112.7
	1959	4	5	5.5	44	6.8
	1959	11	7	5.5	36.4	2.6
	1973	11	4	5.5	38.9	20.44
	1976	3	19	5.5	36.61	67.79
	1981	8	13	5.5	44.849	17.312
	1982	11	16	5.5	40.883	19.59
	1986	11	25	5.5	44.12	16.339
	1991	12	2	5.5	45.498	21.115
	1998	9	29	5.5	44.209	20.08
	-26			5.5	28.8	104.6
	294	7		5.5	32.6	116.8
	294	9		5.5	40.3	116
	649	9	12	5.5	36.1	111.5
	743			5.5	42.1	48.2
	999	10		5.5	31.8	119.9
